Chuunibyou demo Koi ga Shitai! Ren	7.55	5.8782681507788705
Code Geass: Hangyaku no Lelouch	8.7	7.4757821184691124
Code Geass: Hangyaku no Lelouch R2	8.91	7.888412471547298
Cyberpunk: Edgerunners	8.7	8.11015827642793
Darwin's Game	7.25	4.415237414641893
Deadman Wonderland	7.16	4.415237414641893
Deca-Dence	7.38	6.665237414641893
Devilman: Crybaby	7.76	5.532189931713515
Dimension W	7.19	4.665237414641893
Dorohedoro	8.06	7.330474829283785
Dororo	8.24	5.951564236938224
Dr. Stone: Stone Wars	8.18	6.471745804880631
Drifters	7.9	6.830474829283785
Durarara!!	8.12	5.665237414641893
Durarara!!x2 Ketsu	8.06	4.5536498861891905
Durarara!!x2 Shou	7.99	4.220316552855857
Durarara!!x2 Ten	7.98	4.220316552855857
Elfen Lied	7.49	5.332189931713515
Enen no Shouboutai	7.7	6.207618707320947
Enen no Shouboutai: Ni no Shou	7.8	6.776824943094596
Fairy Tail	7.58	6.388412471547297
Fairy Tail (2014)	7.66	6.082618707320947
Fate/Extra: Last Encore	6.28	6.330474829283785
Fate/Grand Order: Zettai Majuu Sensen Babylonia	7.94	7.915237414641893
Fate/stay night: Unlimited Blade Works Prologue	8.05	5.665237414641893
Fugou Keiji: Balance:Unlimited	7.53	5.332189931713515
Gake no Ue no Ponyo	7.91	6.532189931713515
Gleipnir	7	4.943491609761262
Goblin Slayer	7.42	6.166094965856757
Goku Sayonara Zetsubou Sensei	7.82	7.330474829283785
Great Pretender	8.25	7.266094965856757
Heion Sedai no Idaten-tachi	7.65	7.330474829283785
Higurashi no Naku Koro ni	7.9	7.532189931713515
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen	8.01	4.915237414641893
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season	8.12	4.5536498861891905
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season	8.09	4.665237414641893
Houseki no Kuni	8.4	7.555079138213964
Id:Invaded	7.85	7.332189931713515
Inuyashiki	7.65	4.915237414641893
Isekai Quartet	7.4	5.808707094081081
Isekai Quartet 2	7.37	5.522992808366796
Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu.	7.55	5.832618707320947
Jibaku Shounen Hanako-kun	7.85	6.207618707320947
Kakushigoto	8	6.110158276427929
